numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
500,6.0,Biotechnology,clinical,29.41,Doctor,kymera therapeutics,university of miami miller school of medicine,3
342,6.0,Law Enforcement,directors,12.92,Doctor,scarsdale edgemont family counseling service,saint john s university school of law,3
500,3.0,Research,research engineer,23.16,Doctor,palantir technologies,columbia university graduate school of arts and sciences,3
500,5.0,Financial Services,products,24.75,Doctor,rms,sorbonne université,3
500,6.0,Management Consulting,strategy consultant,0.0,Doctor,boston consulting group bcg,imperial college london,3
500,3.0,Higher Education,teaching,110.17,Doctor,western connecticut state university,regent university,3
500,3.0,Law Practice,spring,10.83,Doctor,greenberg traurig llp,cardozo school of law,3
500,3.0,Higher Education,physician,54.74,Doctor,westchester community health center formerly mount vernon neighborhood health center inc,university of pennsylvania,3
500,6.0,Marketing & Advertising,strategist,4.66,Doctor,she media,the new school,3
500,2.0,Law Practice,law,10.25,Doctor,liakas law p c,hofstra university school of law,3
500,7.0,Hospital & Health Care,doctor,13.74,Doctor,newyork presbyterian hospital,nyu stern school of business,3
500,6.0,Hospital & Health Care,instructional designer,20.17,Doctor,northwell health,widener university schools of law,3
500,2.0,Law Practice,student worker,6.67,Doctor,sidley austin llp,penn state university,3
500,5.0,Research,clinical research,20.84,Doctor,merck,university of lausanne unil,3
500,5.0,Law Practice,lawyer,13.17,Doctor,axylyum axy wrap,rutgers law school,3
500,1.0,Higher Education,clinical research,4.5,Doctor,prince sultan military medical city,thomas jefferson university,3
500,3.0,Public Policy,data scientist,48.8,Doctor,u s census bureau,manhattan college,3
500,2.0,Nanotechnology,research,7.0,Doctor,brookhaven national laboratory,rutgers university,3
484,3.0,Hospital & Health Care,medical,16.92,Doctor,u s department of veterans affairs,massachusetts college of pharmacy and health sciences,3
500,2.0,Law Practice,law,7.08,Doctor,ropes gray llp,rutgers law school,3
500,3.0,Education Administration Programs,lawyer,17.0,Doctor,self employed,new york university school of law,3
500,3.0,Computer Software,research,59.89,Doctor,harvard law school,harvard law school,3
500,5.0,Higher Education,teaching,15.66,Doctor,new york university,university of reading,3
500,2.0,Advertising Services,salesman,41.4,Master,national tourist board of sierra leone,global sustainable tourism council,3
500,6.0,"Health, Wellness & Fitness",ambassador,33.57,Doctor,dance ready project,alabama state university,3
500,1.0,Research,research,24.07,Doctor,evidence foundation,case western reserve university,3
500,5.0,Non-profit Organization Management,substitute teacher,23.15,Doctor,orthodox union,yeshiva university,3
500,5.0,Online Audio and Video Media,strategy business development,53.32,Bachelor,paradyse,groupe iea,3
500,2.0,Law Enforcement,investigations,26.33,Doctor,nbcuniversal,the george washington university columbian college of arts sciences,3
500,6.0,Pharmaceuticals,doctor,15.34,Doctor,bgb group,new york university,3
500,3.0,Higher Education,teaching,19.08,Doctor,weill cornell medicine,the open university,3
500,6.0,Research,research scientist,18.91,Doctor,gameto,harvard medical school,3
500,3.0,Information Technology & Services,machine engineer,12.99,Doctor,memorial sloan kettering cancer center,shahid beheshti university,3
500,6.0,Law Practice,counsel,14.33,Doctor,garfunkel wild p c,st john s university school of law,3
500,2.0,Hospital & Health Care,clinical,4.0,Doctor,nyu langone health,florida international university herbert wertheim college of medicine,3
500,5.0,Research,substitute teacher,18.0,Doctor,nantg power,binghamton university,3
500,3.0,Higher Education,writer,54.46,Master,cornell sloan program in health administration,cornell university,3
464,2.0,Research,teaching,20.5,Doctor,regeneron,nyu grossman school of medicine,3
500,3.0,Biotechnology,teacher,7.16,Doctor,the new york academy of sciences,new york university college of dentistry,3
500,5.0,Venture Capital & Private Equity,research scientist,5.92,Doctor,stealth mode biotech,tsinghua university,3
500,2.0,Financial Services,research analyst,6.25,Doctor,gilder gagnon howe co llc,nyu stern school of business,3
500,3.0,Law Practice,law,15.67,Doctor,legal services of the hudson valley,university of iowa,3
500,7.0,Hospital & Health Care,professor,77.82,Doctor,mit computer science and artificial intelligence laboratory csail,columbia university,3
491,2.0,Computer Software,research scientist,11.66,Doctor,amazon,university of alabama at birmingham,3
500,2.0,Computer Software,research scientist,18.34,Doctor,meta,north carolina state university,3
462,2.0,Medical Practice,medical technologist,15.33,Doctor,nyu langone health,state university of new york health science center at brooklyn,3
391,1.0,Higher Education,substitute teacher,20.83,Doctor,columbia university school of the arts,pacifica graduate institute,3
500,7.0,Insurance,law,21.83,Doctor,clarion capital partners,emory university school of law,3
500,5.0,Chemical Manufacturing,laboratory,77.91,Doctor,north jersey acs,hunter college,3
500,6.0,Higher Education,nurse,19.58,Doctor,amirafyala labs,the state university of new york,3
456,6.0,Law Practice,attorney,30.67,Doctor,kirkland ellis,georgetown university law center,3
467,3.0,Higher Education,teaching,23.92,Doctor,hofstra university,new york university,3
500,5.0,Hospital & Health Care,clinical,39.16,Doctor,nyu langone hospital long island,the university of chicago,3
500,5.0,Higher Education,social,7.9,Doctor,idea public schools,liberty university,3
500,3.0,Hospital & Health Care,clinical,2.58,Doctor,the mount sinai hospital,icahn school of medicine at mount sinai,3
500,3.0,Pharmaceuticals,actor,5.25,Doctor,open health scientific communications,university of connecticut,3
480,6.0,Pharmaceuticals,medical writer,26.32,Doctor,daiichi sankyo inc,memorial sloan kettering cancer center ny ny,3
500,1.0,Hospital & Health Care,clinical research,15.08,Doctor,boston children s hospital,albert einstein college of medicine,3
500,3.0,Research Services,product,8.5,Doctor,skylight,university of california berkeley,3
500,7.0,Law Practice,counsel,18.67,Doctor,hilco streambank,cardozo school of law,3
500,3.0,Law Practice,professor,39.67,Doctor,borough of manhattan community college,university of pennsylvania carey law school,3
500,3.0,Hospital & Health Care,clinical,18.18,Doctor,hunter college,rutgers university camden,3
391,5.0,Pharmaceuticals,clinical operations,13.34,Doctor,johnson johnson innovative medicine,penn state university,3
357,5.0,Pharmaceuticals,journalist,18.5,Doctor,servier pharmaceuticals,ucla extension,3
500,3.0,Recreational Facilities & Services,data engineer,2.67,High School,guardian life,the university of georgia,3
500,7.0,Biotechnology,artist,5.0,Doctor,linusbio,harvard university,3
500,5.0,Education Management,substitute teacher,18.08,Doctor,st john s university school of law,university of ottawa,3
486,2.0,Political Organization,reporter,12.66,Doctor,nyu review of law and social change,new york university school of law,3
500,2.0,Computer Software,research,10.51,Doctor,meta,university of illinois urbana champaign,3
444,4.0,Medical Practices,clinical trial,13.75,Doctor,st jude children s research hospital,columbia university in the city of new york,3
500,3.0,Computer Software,machine engineer,5.26,Doctor,meta,korea advanced institute of science and technology,3
500,4.0,Research,project,15.33,Doctor,ssrs,stony brook university,3
500,5.0,Non-profit Organization Management,labor relations,10.75,Doctor,bytedance,cornell university ilr school,3
500,2.0,Higher Education,physician,12.17,Doctor,early medical,icahn school of medicine at mount sinai,3
500,4.0,Pharmaceuticals,quality coordinator,4.51,Doctor,kyowa kirin inc u s,rutgers university new brunswick,3
390,1.0,Hospital & Health Care,nanny,10.74,Doctor,briarcliff manor center for rehabilitation and nursing care,interntional internship university,3
500,3.0,Hospitals and Health Care,writer,3.33,Doctor,global medical education institute and publishing,lasalle university,3
500,5.0,Medical Practice,teaching,10.01,Doctor,touro university,ithaca college,3
500,5.0,Financial Services,non,14.49,Doctor,alta park capital lp,florida international university college of law,3
500,5.0,Education Management,development consultant,23.92,Doctor,center for the professional education of teachers at teachers college columbia university,university of pennsylvania,3
500,5.0,Law Practice,attorney,13.42,Doctor,andrew bruskin p c,william mary law school,3
500,5.0,Museums & Institutions,professor,20.17,Doctor,columbia university graduate school of architecture planning preservation,universidad politécnica de madrid,3
500,1.0,Law Practice,law,3.25,Doctor,office of the new york state attorney general,duke university school of law,3
500,3.0,Telecommunications,customer service sales representative,106.58,Master,ruckus networks,purdue university,3
500,3.0,Law Practice,reporter,11.4,Doctor,new york state unified court system,cardozo school of law,3
500,3.0,Higher Education,research scientist,12.82,Doctor,meta,georgia institute of technology emory university,3
500,4.0,Computer Software,hostess,27.99,Doctor,codex digitalus,syracuse university,3
500,1.0,Hospital & Health Care,student,5.74,Doctor,power of women in medicine summit,new york university,3
500,4.0,Biotechnology,laboratory,8.08,Doctor,merck,harvard medical school,3
500,1.0,"Movies, Videos and Sound",bookkeeper,67.09,Bachelor,nyc safety group llc,university of wisconsin madison,3
481,5.0,Government Administration,clinical pharmacist,16.58,Doctor,sanofi,georgia institute of technology,3
500,1.0,Computer Software,research scientist,2.67,Doctor,nyu courant institute of mathematical sciences,nyu courant institute of mathematical sciences,3
500,6.0,Food Production,animator,19.42,Doctor,virginia dare extract co,université bourgogne europe,3
410,6.0,Hospital & Health Care,professor,25.49,Doctor,new york institute of technology,university of california san francisco,3
500,2.0,Industrial Machinery Manufacturing,mechanical,15.41,Doctor,amd,university of central florida,3
406,1.0,Hospital & Health Care,research technician,4.84,Doctor,international institute for astronautical sciences iias,columbia university,3
500,5.0,E-learning,directors,43.59,empty,kaplan,voorhees high school,3
