numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
197,1.0,Publishing,reporter,10.59,Master,the new press,new york university,2
202,6.0,Investment Banking,md,10.0,MBA,montgomery advisors llc,the university of texas at austin,2
500,5.0,Pharmaceuticals,clinical pharmacist,27.0,Doctor,johnson johnson,university of florida,3
296,2.0,Medical Practice,scientific,4.91,empty,applied isotope technologies,boston university 6 yr medical program,2
253,2.0,Retail Apparel and Fashion,sales representative,6.84,Bachelor,temple st clair,lim college,2
500,5.0,Environmental Services,public affairs,15.74,Master,grassroots global justice,yale school of the environment,0
432,4.0,Management Consulting,research analyst,3.33,empty,metropolitan transportation authority,nyu stern school of business,2
331,1.0,Insurance,tax preparer,13.66,Bachelor,crisp insurance advisors,rutgers university,2
500,6.0,Logistics & Supply Chain,supply,13.33,empty,senator construction group inc,fashion institute of technology,0
500,2.0,Computer Software,public relations,13.58,Master,cnn,rhode island school of design,0
500,2.0,Electrical & Electronic Manufacturing,technical sales representative,13.17,empty,franklin electric,watertown high school,0
500,6.0,Computer Software,media relations,25.41,Bachelor,pivotal communications,beloit college,1
221,4.0,Graphic Design,graphic design,10.16,Bachelor,inspiren,northeastern university,2
500,4.0,Investment Banking,substitute teacher,7.33,Bachelor,needham company llc,university of scranton,1
500,6.0,Financial Services,admissions,14.07,MBA,morgan stanley,quinnipiac university,0
500,2.0,Mental Health Care,project coordinator,9.0,Master,sk p brand,mspp,0
500,1.0,Mental Health Care,editor,15.57,Doctor,contemporary psychoanalysis,washington baltimore center for psychoanalysis new directions program,3
364,3.0,Pharmaceuticals,clinical research,11.91,Doctor,target health full service cro,rutgers university,2
500,3.0,Software Development,machine engineer,11.75,Master,anthropic,ucl,0
312,3.0,Computer Software,research scientist,7.83,Doctor,meta,university of colorado boulder,2
500,5.0,Research Services,research scientist,16.51,Doctor,sumitomo mitsui banking corporation smbc group,the college of william and mary,3
338,2.0,Performing Arts,artist,14.98,Bachelor,motus the company,east carolina university,2
500,2.0,Broadcast Media,writer,9.17,Bachelor,abc news,northeastern university,1
185,5.0,Civil Engineering,construction,27.41,MBA,extell,nyit school of management,2
500,3.0,Law Practice,attorney,16.5,Doctor,gibson dunn crutcher llp,columbia law school,3
500,5.0,Environmental Services,environmental engineer,33.08,Doctor,ghd,university of massachusetts amherst,3
500,5.0,Education Administration Programs,counselor,26.75,MBA,guild hall,harvard university,0
500,2.0,Chemical Manufacturing,scientist,13.92,Doctor,exxonmobil,ohio university,3
500,1.0,Research,professor,9.83,Doctor,columbia university vagelos college of physicians and surgeons,university of florida,3
263,5.0,Motion Pictures & Film,game designer,31.75,Bachelor,alice blue,hofstra university,2
500,5.0,Hospitality,resident,31.25,Associate,flik hospitality group,westchester community college,0
500,2.0,Law Practice,public relations,5.0,Bachelor,nyc public schools,st edward s university,1
334,5.0,Law Practice,directors,29.08,Doctor,lagalante pllc,st john s university school of law,3
288,2.0,Entertainment Providers,communications coordinator,19.33,Bachelor,the jewish theological seminary jts,barnard college,2
500,2.0,Aviation and Aerospace Component Manufacturing,hardware engineer,20.0,empty,telephonics,hofstra university,0
500,1.0,Apparel & Fashion,stylist,2.74,Bachelor,pembley,university of missouri columbia,1
425,2.0,Architecture and Planning,stack developer,1.42,Bachelor,the tuesday company,pomona college,1
500,5.0,Marketing & Advertising,communications,5.0,Bachelor,havas,suny new paltz,1
194,5.0,Medical Practices,medical,53.91,Doctor,combative sports consulting services,stony brook university,2
500,3.0,Apparel & Fashion,brand ambassador,14.5,Bachelor,inmocean,oklahoma state university,1
282,4.0,Architecture & Planning,architect,9.17,Master,diller scofidio renfro,harvard university graduate school of design,2
260,3.0,Financial Services,financial services,4.41,Bachelor,robinhood,uc irvine,2
500,5.0,Manufacturing,marketing representative,12.83,Bachelor,mars,lebanon valley college,1
500,3.0,Professional Training & Coaching,business development consultant,15.16,empty,a f financial,briarcliff college,0
500,5.0,Real Estate,public relations,9.92,Bachelor,l oréal,harvard business school online,1
500,6.0,Law Practice,lawyer,18.41,Doctor,paul hastings,hofstra university school of law,3
500,3.0,Financial Services,courtesy,8.32,Bachelor,deloitte,rutgers business school,1
173,2.0,Design,graphic design,0.17,Bachelor,yoka games,savannah college of art and design,2
411,4.0,Higher Education,research,9.24,Doctor,columbia graduate consulting club,columbia university in the city of new york,3
384,4.0,Computer Software,student,9.33,Doctor,google,university of michigan rackham graduate school,2
500,2.0,Telecommunications,software engineer,14.33,Master,crown castle,university of alabama in huntsville,0
500,6.0,Entertainment,producer,19.57,Master,taking over,université sorbonne nouvelle,0
500,4.0,Marketing & Advertising,social media marketing,9.01,Bachelor,computer lunch games,university of pittsburgh,1
435,1.0,Defense & Space,research engineer,5.42,Master,the aerospace corporation,university of michigan,0
500,4.0,Apparel & Fashion,production,3.58,Bachelor,naeem khan,cornell university,1
500,1.0,Public Relations & Communications,communications coordinator,33.48,Bachelor,private school,columbia university,1
500,5.0,Design Services,design,9.26,Bachelor,naadam,fashion institute of technology,1
500,5.0,Pharmaceuticals,human resources business,15.57,Master,daiichi sankyo inc,rutgers university,0
500,5.0,Financial Services,compliance officer,10.43,Master,francisco partners,cornell university,0
263,1.0,Research Services,research,18.92,Doctor,memorial sloan kettering cancer center,the institute of cancer research,2
500,2.0,Marketing & Advertising,advertising,15.5,Bachelor,coralwagnerrodrigues,institute of practitioners in advertising ipa,1
500,5.0,Marketing & Advertising,graphic designer,20.66,Bachelor,momentum worldwide,monmouth university,1
474,2.0,Retail Art Supplies,social,2.75,Doctor,goucher college,university of pennsylvania,3
500,2.0,Research,research scientist,7.75,Doctor,baginski wegner and company bw co,duke university school of medicine,3
500,4.0,Management Consulting,counselor,0.58,Bachelor,pwc,the george washington university,1
500,3.0,Broadcast Media,promotions,6.49,empty,fox news media,the college of new jersey,0
440,3.0,Hospital & Health Care,rn,6.25,Doctor,nyu langone health,new york university,3
330,3.0,Research,teaching,7.0,Doctor,regeneron,university of michigan,2
500,2.0,Financial Services,equity analyst,8.84,Bachelor,goldman sachs,rutgers university,1
500,3.0,Investment Banking,investment banking analyst,8.01,empty,goldman sachs,university of wisconsin madison,0
230,6.0,Investment Management,capital markets,19.67,Bachelor,clearbridge investments,baruch college,2
251,2.0,Higher Education,administrator,6.58,Master,john jay college cuny,long island university brooklyn campus,2
411,3.0,Construction,architecture,13.5,Bachelor,dbi projects,new york institute of technology,1
500,6.0,Insurance,financial officer,30.58,MBA,global atlantic financial group,cornell johnson graduate school of management,0
500,5.0,Financial Services,non,32.99,Doctor,goldman sachs,the wharton school,3
500,3.0,Civil Engineering,electrical engineering,5.91,MBA,gft,stony brook university,0
500,5.0,Insurance,underwriter,13.08,Bachelor,zurich north america,quinnipiac university,1
168,2.0,Marketing & Advertising,marketing,6.34,Associate,axis promotions,university of carlow ireland,2
500,4.0,Entertainment Providers,attorney,34.58,Doctor,latham watkins,american university washington college of law,3
500,2.0,Hospital & Health Care,student worker,6.09,Bachelor,lockheed martin,rollins college,1
330,3.0,Apparel & Fashion,social media marketing,6.99,Bachelor,models com,parsons school of design the new school,2
500,5.0,Civil Engineering,structural engineer,21.75,Doctor,parsons corporation,university of arizona,3
217,2.0,Real Estate,claims adjuster,18.76,Bachelor,metro public adjustment inc,nyu,2
500,3.0,Market Research,research,10.41,Master,ferring pharmaceuticals,north carolina state university,0
500,5.0,Computer Software,law,13.67,Doctor,match group,the university of alabama school of law,3
500,5.0,IT Services and IT Consulting,software architect,18.17,Master,point72,stony brook university,0
500,6.0,Marketing & Advertising,copywriter,15.01,Master,edelman,columbia university in the city of new york,0
500,1.0,Publishing,writer,16.66,Doctor,western news info inc,teachers college columbia university,3
500,3.0,Law Practice,spring,19.25,Doctor,sidley austin llp,university of virginia school of law,3
305,2.0,Hospitals and Health Care,software designer,12.67,Doctor,google,duke university,2
500,5.0,Banking,investments,15.58,empty,bayerische landesbank,berufsakademie muenchen,0
500,5.0,Information Technology & Services,marketing sales,16.08,Bachelor,amazon web services aws,horace mann school,1
500,3.0,Higher Education,investigator,38.0,Doctor,n y u,columbia law school,3
153,5.0,Information Technology & Services,python developer,12.08,Bachelor,verizon,government college of technology coimbatore,2
500,4.0,Internet,marketing consultant,9.08,Bachelor,jun group,university of connecticut,1
500,7.0,Research Services,research engineer,15.0,Doctor,stealth mode startup full time,university of michigan ann arbor,3
362,5.0,Higher Education,research,52.83,Doctor,long island university,department of chemistry university of pune,3
500,7.0,Financial Services,small business,24.17,Master,affluent group,mercy college,0
500,2.0,Broadcast Media,producer,3.24,Bachelor,msnbc,brooklyn college,1
500,6.0,Artists and Writers,creative,59.67,Bachelor,brooklinen,columbia university in the city of new york,3
500,1.0,Writing and Editing,editor,18.34,Master,delish,new york university,0
500,3.0,Marketing & Advertising,events,18.42,Bachelor,crg productions,university of maryland,1
500,4.0,Real Estate,resident,7.75,Associate,nyu langone health,beacon high school,1
500,3.0,Computer Software,embedded software engineer,13.5,Bachelor,ramp,thayer school of engineering at dartmouth,1
500,3.0,Financial Services,portfolio analyst,5.83,Bachelor,moody s ratings,university of connecticut,1
500,1.0,Financial Services,financial representative,20.59,Bachelor,symmetry financial group,school of public affairs american university,1
196,2.0,Public Relations & Communications,writer,1.25,MBA,adecco,south college,2
500,6.0,Media Production,content creator,9.24,empty,good kind media llc,university of southern california,0
500,1.0,Entertainment,teacher,13.34,Bachelor,artists first,university of michigan,1
391,4.0,Marketing & Advertising,media,7.25,Bachelor,initiative,university of delaware,1
435,1.0,Research Services,research,15.92,Doctor,mcgill university,new york medical college,3
500,1.0,Higher Education,teaching,6.16,Master,adapt community network,teachers college columbia university,0
276,2.0,Medical Practices,teaching,0.92,Doctor,icahn school of medicine at mount sinai,tel aviv university,2
500,5.0,Financial Services,investment analyst,5.91,Bachelor,bridgewater associates,cornell university,1
500,6.0,Financial Services,investor relations,8.83,Master,ubs,university of michigan stephen m ross school of business,0
404,3.0,Civil Engineering,construction project,6.92,Bachelor,etc companies llc,university of vermont,1
500,6.0,Legal Services,strategist,25.59,Doctor,gmi rocket,brooklyn law school,3
500,3.0,Writing and Editing,study,8.25,Master,north jersey transportation planning authority,rutgers university edward j bloustein school of planning and public policy,0
500,5.0,Entertainment Providers,actor,59.67,Master,ucsb residency commission and performances,university per stranieri,3
480,1.0,Non-profit Organization Management,teaching,8.17,Bachelor,cardiovascular research foundation,bowdoin college,1
488,1.0,Higher Education,counselor,14.41,empty,seeds of peace,tufts university,0
500,5.0,Management Consulting,installer,16.08,Bachelor,self employed,central connecticut state university,1
387,5.0,Graphic Design,creative,9.91,Bachelor,moxie,seton hall university,1
194,3.0,Medical Device,regulatory affairs,16.41,Doctor,teleflex,stony brook university,2
500,7.0,Hospital & Health Care,researcher,13.34,Doctor,kubera health,harvard business school,3
257,4.0,Higher Education,professor,13.17,Doctor,rutgers university,princeton university,2
397,4.0,Higher Education,laboratory,3.51,Doctor,默克集團,university of veterinary medicine hanover,3
311,4.0,Utilities,systems consultant,36.59,Bachelor,ppl corporation,lehigh university college of business and economics,2
391,3.0,Retail Apparel and Fashion,beauty consultant,6.0,Bachelor,macy s,fashion institute of technology,1
500,3.0,Government Relations,reporter,46.34,Master,kpmg us,the london school of economics and political science lse,3
500,3.0,Retail,social media,14.17,Bachelor,unilever,the catholic university of america,1
199,1.0,Research,research,23.92,Master,columbia business school,columbia business school,2
331,1.0,Medical Practice,counselor,22.0,Master,portrait health centers lifestance health inc,monmouth university,2
500,2.0,Law Practice,teaching,7.41,Master,landesa,nyu tisch school of the arts,0
500,6.0,Insurance,attorney,5.0,Master,vistage worldwide inc,manhattan university,0
500,4.0,Advertising Services,social media,15.51,Master,the national society of leadership and success nsls,wilkes university,0
428,3.0,Events Services,hospitality,30.32,Bachelor,nobu restaurants,lycee sainte claire lille,1
500,5.0,Computer Software,products,8.83,Master,instagram,georgia institute of technology,0
152,1.0,Writing & Editing,book seller,16.99,Master,woodbury public library,texas woman s university,2
500,5.0,Financial Services,capital markets,1.5,MBA,bny,university of california davis graduate school of management,0
500,6.0,Online Media,advertising,11.24,Bachelor,condé nast,university of canterbury,1
184,2.0,Education Management,education,13.49,Bachelor,the office of the executive vice president for arts and sciences at columbia university,school of visual arts,2
500,5.0,Software Development,software engineering,15.5,Master,unqork,university of southern california,0
500,4.0,Internet,machine engineer,4.93,Doctor,amazon,north carolina state university,3
500,1.0,Musicians,real estate broker,5.17,Bachelor,the corcoran group,washington and lee university,1
500,2.0,Hospitals and Health Care,medical,17.52,Doctor,the institute for family health,american university of antigua,3
500,4.0,Public Relations and Communications Services,brand ambassador,13.17,Bachelor,google,university of delaware,1
500,6.0,Research,strategy consultant,22.41,Master,the ostrom project,massachusetts institute of technology,0
500,2.0,Legal Services,paralegal,14.08,Bachelor,konner gershburg melnick,columbia college chicago,1
500,6.0,Public Relations and Communications Services,government affairs,13.5,Bachelor,fti consulting,queen mary u of london,1
500,5.0,Arts & Crafts,directors,6.0,Bachelor,haus der kunst,new jersey city university,1
500,7.0,IT Services and IT Consulting,information systems,28.0,Bachelor,cleary gottlieb steen hamilton llp,university at albany,1
500,1.0,Food & Beverages,events,9.5,empty,canard inc,concordia university chicago,0
500,2.0,Marketing & Advertising,content creator,1.5,Bachelor,mcdermott will schulte,d amore mckim school of business at northeastern university,1
500,3.0,Medical Equipment Manufacturing,solutions,2.33,Bachelor,arthrex representatives,kent state university,1
270,2.0,Museums & Institutions,real estate broker,16.16,Master,prevu,sotheby s institute of art,2
500,6.0,Advertising Services,strategy analyst,12.24,Bachelor,lyft,east china normal university,1
500,7.0,Financial Services,directors,10.68,Master,amé fashion international enterprises ltd,harvard business school,0
197,2.0,Accounting,tax accountant,0.83,Master,morgan stanley,fordham gabelli school of business,2
500,3.0,Law Practice,spring,2.08,Doctor,morvillo abramowitz grand iason anello pc,university of california los angeles school of law,3
500,4.0,Internet,sales development representative,5.49,Bachelor,insideview technologies inc,university of virginia,1
352,4.0,Telecommunications,analyst,18.42,Bachelor,verizon,centenary college,2
500,2.0,Medical Practices,physician,5.58,Doctor,englewood hospital and medical center,albert einstein college of medicine,3
195,1.0,Publishing,editor,16.0,Bachelor,scholastic,pace university,2
437,3.0,Hospitals and Health Care,scientific,16.83,Master,merck,university of rochester,0
500,3.0,Hospital & Health Care,physician,33.17,Doctor,mount sinai health system,university of colorado denver business school,3
310,1.0,Animation,production artist,1.5,empty,pratt institute,pratt institute,2
500,5.0,Musicians,creative,21.59,Bachelor,halo music sound,university of north texas,1
366,1.0,Outsourcing/Offshoring,nanny,2.08,Bachelor,sacred heart university,sacred heart university,1
500,2.0,Hospitals and Health Care,realtor,22.59,empty,a place for mom,nassau community college,0
500,1.0,Travel Arrangements,teaching,9.41,Doctor,asu school of community resources and development,asu watts college of public service community solutions,3
199,2.0,Financial Services,investment analyst,3.08,Master,ubs,massachusetts institute of technology,2
500,6.0,Primary/Secondary Education,ambassador,7.25,Bachelor,d b enterprises,university of wisconsin madison,1
500,1.0,Hospital & Health Care,clinical,2.75,Doctor,massachusetts general hospital,columbia university vagelos college of physicians and surgeons,3
500,2.0,Entertainment Providers,recruiting,12.24,Bachelor,soni,western kentucky university,1
500,5.0,Advertising Services,advertising,20.0,Bachelor,nbcuniversal,juniata college,1
500,3.0,Religious Institutions,teacher,45.41,Master,presbyterian church of madison,austin presbyterian theological seminary,3
500,3.0,Financial Services,research analyst,5.33,Master,canaccord genuity global capital markets,villanova university,0
500,3.0,Non-profit Organizations,community relations,11.17,Bachelor,the lesbian gay bisexual and transgender community center,san francisco state university,1
163,1.0,Entertainment Providers,content creator,19.07,Bachelor,school of rock,berklee college of music,2
500,5.0,Marketing & Advertising,marketing coordinator,6.41,Bachelor,nbcuniversal,the university of georgia,1
500,4.0,Construction,capital markets,12.0,MBA,rostan solutions llc,the university of chicago booth school of business,0
500,3.0,Computer Software,software engineering,11.0,Master,neo4j,university of california berkeley,0
354,3.0,Financial Services,investment,10.09,empty,wells fargo,university of south carolina darla moore school of business,2
290,5.0,Legal Services,strategic account,16.5,Bachelor,ravel law a lexisnexis company,indiana university bloomington,2
500,4.0,Manufacturing,market,21.42,empty,scn hospitality patron saint branca midtown velvet belly bitter honey the revelry ziggy s,york college of pennsylvania,0
345,3.0,Hospital & Health Care,statistician,30.25,Bachelor,nyu langone health,university of medicine and dentistry of new jersey,1
305,4.0,Pharmaceuticals,statistical programmer,4.33,empty,bristol myers squibb,columbia university mailman school of public health,2
500,3.0,Law Enforcement,counselor,16.75,High School,manhattan district attorney s office,barnard college,0
500,4.0,Financial Services,credit analyst,8.59,Bachelor,everest insurance,fordham university,1
271,1.0,Architecture and Planning,architecture,3.33,Master,design collective inc,university of maryland college park,2
500,6.0,Information Technology & Services,software engineering,23.41,Doctor,meta,columbia university,3
456,3.0,Information Technology & Services,business analyst,7.75,Bachelor,molex,anna university,1
500,6.0,"Technology, Information and Internet",researcher,54.0,Bachelor,2088labs ai,the graduate center city university of new york,3
500,4.0,Writing & Editing,writer,14.01,Doctor,american heart association,king s college,3
480,3.0,Sporting Goods,brand ambassador,9.09,High School,nike,borough of manhattan community college,1
500,5.0,Real Estate,investments,20.25,MBA,stacksource,hofstra university,0
500,6.0,Retail Luxury Goods and Jewelry,counsel,23.75,Doctor,hermes of paris inc,wesleyan university,3
448,5.0,Retail,store,13.84,Associate,john varvatos,nassau community college,1
500,2.0,Public Relations & Communications,copywriter,16.83,Doctor,star equity,touro university jacob d fuchsberg law center,3
500,3.0,Beverage Manufacturing,marketing coordinator,10.25,Bachelor,proximo spirits,university of connecticut,1
500,3.0,Broadcast Media Production and Distribution,producer,71.48,Bachelor,newsnation,hofstra university,3
403,2.0,Entertainment Providers,treasurer,10.92,Bachelor,jefferies,pace university lubin school of business,2
156,1.0,Financial Services,client service representative,10.17,empty,calamos investments,dominican university new york,2
222,2.0,Financial Services,trust,45.83,MBA,wealth advisory group llc,new york university leonard n stern school of business,2
500,5.0,Retail Apparel and Fashion,creative,8.91,Bachelor,freelance,fashion institute of technology,1
500,3.0,Research,writer,25.16,Doctor,political research associates,the graduate center city university of new york,3
281,5.0,Architecture & Planning,architect,15.25,Bachelor,spiezle architectural group inc,new jersey institute of technology,2
478,2.0,Research Services,teaching,4.08,Doctor,columbia university irving medical center,freie universität berlin,3
500,2.0,Marketing & Advertising,data scientist,16.49,Master,manning publications co,fordham gabelli school of business,0
500,3.0,Online Media,journalist,23.25,Master,self employed,temple university,0
500,6.0,Advertising Services,digital,19.91,Bachelor,equativ,harvard business school online,1
500,7.0,Real Estate,real estate,13.58,Doctor,bespoke air a i,mit sloan executive education,3
500,4.0,Investment Management,technology architect,16.34,empty,cms compliance group inc,carnegie mellon university,0
500,5.0,Advertising Services,social media marketing,11.67,empty,samsara,massachusetts institute of technology,1
500,6.0,Banking,research analyst,30.92,Doctor,barclays corporate investment bank,princeton university,0
281,3.0,"Health, Wellness & Fitness",teacher,8.0,Bachelor,claudia colombo skin wellness,institute for integrative nutrition,2
500,4.0,Higher Education,communications coordinator,28.16,Master,citizen schools,university of maryland global campus,0
399,5.0,Higher Education,research scientist,32.75,Doctor,icahn school of medicine at mount sinai,universidad nacional de quilmes,3
500,4.0,Higher Education,professor,23.24,Master,columbia school of social work,emory university,0
500,5.0,Sports,promotions,22.75,Master,new york football giants,west virginia university,0
500,2.0,Financial Services,research analyst,4.25,Bachelor,american capital management inc,swarthmore college,1
500,4.0,Management Consulting,professor,6.42,Bachelor,southpoint consulting inc,university of virginia,1
500,5.0,Banking,lawyer,17.33,empty,crédit agricole cib,cornell university,0
469,5.0,Civil Engineering,actuary,12.73,Doctor,guy carpenter,university of illinois urbana champaign,3
500,7.0,Real Estate,strategist,4.67,Bachelor,nimbus,yale university,1
500,6.0,Medical Practices,physician,18.75,Doctor,metroplushealth,albert einstein college of medicine,3
254,2.0,Marketing & Advertising,social media marketing,1.0,Bachelor,msc mediterranean shipping company,hobart and william smith colleges,2
500,3.0,Mechanical Or Industrial Engineering,architecture,11.74,Bachelor,batska consulting group llc,rutgers university,1
500,3.0,Banking,hostess,6.58,MBA,authority magazine,strayer university,0
500,2.0,Semiconductors,embedded software engineer,13.0,Doctor,hudson river trading,linköping university,3
500,1.0,Hospital & Health Care,community,6.58,Doctor,association of women surgeons,joan sanford i weill medical college of cornell university,3
369,5.0,Research Services,research scientist,10.25,Doctor,johnson johnson,university of maryland baltimore,2
500,5.0,Retail,promotions,13.75,Bachelor,neiman marcus,la salle university,1
195,6.0,Architecture and Planning,architect,10.41,Bachelor,pei partnership architects,yale university school of architecture,2
500,6.0,Investment Management,capital markets,31.0,MBA,https www unified software ai com solutions,massachusetts institute of technology,0
500,2.0,Fine Art,teaching,7.67,Master,cornell university,cornell university,0
500,3.0,Insurance,financial planner,23.09,MBA,life insurance,nys prometric,0
327,1.0,Primary/Secondary Education,teacher,17.91,Master,newark public schools,relay graduate school of education,2
160,2.0,Public Policy,professor,12.92,Doctor,weill cornell medicine,weill cornell graduate school of medical sciences,2
500,4.0,Management Consulting,consulting,12.24,Bachelor,ey parthenon,cornell university,1
500,6.0,Financial Services,human resources coordinator,22.5,Bachelor,oliver wyman,wagner college,1
500,3.0,Accounting,professor,10.92,Doctor,columbia university irving medical center,columbia university in the city of new york,3
500,5.0,Business Consulting and Services,investment,12.26,Master,danske bank large corporates institutions,cfa institute,0
500,7.0,Accounting,financial officer,26.5,MBA,ey,saint peter s university,0
214,1.0,Primary/Secondary Education,substitute teacher,19.33,Master,briarcliff manor union free school district,lehman college,2
269,5.0,Financial Services,portfolio,18.58,Bachelor,the citco group limited,baruch college city university of new york cuny,2
500,3.0,Software Development,product marketing,7.17,Bachelor,intel corporation,university of california berkeley,1
500,5.0,Design,content creator,36.66,MBA,art basel,school of visual arts,0
500,7.0,Hospitals and Health Care,physician,14.09,Doctor,premier inc,boston university school of medicine,3
500,4.0,Entertainment Providers,sales marketing,2.17,Bachelor,vseen,pace university lubin school of business,1
324,4.0,Facilities Services,business services,6.49,Bachelor,family owned appliance repair and retail business,baruch college,2
367,2.0,Veterinary Services,research scientist,5.32,Master,regeneron,university of illinois at urbana champaign,0
223,3.0,Logistics & Supply Chain,customer service,12.25,Bachelor,bet mgm,west virginia university,2
240,6.0,Accounting,tax consultant,13.34,Bachelor,nksfb,state university of new york at plattsburgh,2
500,3.0,Public Relations & Communications,public relations,8.56,Bachelor,m booth,new york university,1
411,3.0,Investment Management,hardware engineer,4.91,Bachelor,tower research capital,syracuse university,1
500,2.0,Broadcast Media Production and Distribution,community,32.59,Doctor,new york city department of health mental,teachers college columbia university,3
500,5.0,Design Services,creative,61.34,empty,liestudio,udemy,3
500,2.0,"Health, Wellness & Fitness",product marketing,9.59,Bachelor,first stop health,university of california berkeley,1
500,2.0,Law Practice,investment,13.25,Doctor,sidley austin llp,georgetown university law center,3
500,4.0,Telecommunications,network analyst,16.5,empty,wells fargo,fordham university,0
500,1.0,Fine Art,creative,3.09,Bachelor,ruth ansel,sotheby s institute of art,1
381,5.0,Higher Education,substitute teacher,5.75,Doctor,columbia university in the city of new york,london school of hygiene and tropical medicine u of london,2
435,1.0,Mechanical Or Industrial Engineering,industrial engineer,0.66,Doctor,united states postal service,rutgers law school,1
479,3.0,Financial Services,product development,10.66,Bachelor,american express,syracuse university,1
500,2.0,Design,graphic design,4.24,Bachelor,rimini street,school of the art institute of chicago,1
500,5.0,Non-profit Organizations,artist,21.58,Bachelor,lenox hill neighborhood house,savannah college of art and design,1
500,6.0,Computer Software,technology architect,18.58,Bachelor,amazon web services aws,bharati vidyapeeth,1
212,2.0,Research,financial analyst,10.34,Associate,population council,stamford college,2
368,4.0,Financial Services,business development analyst,9.5,Bachelor,versana,university of delaware lerner college of business and economics,1
497,3.0,Software Development,database engineer,24.99,empty,smbc group,bms consulting,0
500,7.0,IT Services and IT Consulting,technology officer,6.33,Bachelor,stealth startup,baruch college,1
500,6.0,Online Audio and Video Media,digital media,24.33,Bachelor,conductor,sacred heart university,1
500,1.0,Public Relations & Communications,social media,22.15,Master,victoria s secret co,university of florida,0
500,1.0,Higher Education,teacher,3.58,Master,international rescue committee,columbia university,0
500,3.0,Law Practice,law,79.0,Doctor,american bar association,union theological seminary,3
500,4.0,Financial Services,investment banking,7.42,Bachelor,btig,georgetown university the mcdonough school of business,1
500,2.0,Pharmaceutical Manufacturing,research scientist,20.41,Doctor,st john s university,texas tech university health sciences center,3
500,3.0,Broadcast Media Production and Distribution,producer,24.0,Master,cnn,east carolina university,0
500,3.0,IT Services and IT Consulting,technical sales representative,8.33,Bachelor,dsm firmenich,university of belgrade faculty of geography,1
296,2.0,Computer Software,research scientist,15.67,Doctor,schrödinger,princeton university,2
371,3.0,Information Technology & Services,officer,7.26,Master,bonfire ads pvt ltd,bentley university,0
278,5.0,Primary and Secondary Education,teaching,23.84,Master,mamaroneck union free school district,hunter college,2
359,4.0,Non-profit Organization Management,graphic design,13.42,Bachelor,united way,university of mary washington,2
367,5.0,Real Estate,realtor,8.75,empty,coldwell banker,villanova university,2
332,1.0,Higher Education,teaching,14.07,Doctor,washington state university,washington state university,2
248,5.0,Law Practice,directors,1.0,Doctor,force for good super pac,the george washington university law school,2
463,3.0,Hospital & Health Care,clinical,7.42,empty,newyork presbyterian hospital,stony brook university,0
442,3.0,Music,teaching,8.59,Bachelor,oberlin college,oberlin college,1
160,2.0,Mechanical Or Industrial Engineering,mechanical engineer,11.5,Bachelor,astrodyne tdi,new jersey institute of technology,2
455,6.0,Law Practice,attorney,20.57,Doctor,rawle henderson llp,rutgers school of law newark,3
314,5.0,Financial Services,lending,15.33,Bachelor,bank of america merrill lynch,borough of manhattan community college,2
500,7.0,Advertising Services,creative,18.26,Bachelor,downtime,university of south florida,1
500,3.0,Design Services,product designer,26.67,Bachelor,spin master,georgia institute of technology,1
296,4.0,Marketing & Advertising,social media,8.67,Bachelor,fat earth media,suny new paltz,2
292,1.0,Photography,photographer,5.92,Bachelor,milk,the cooper union for the advancement of science and art,2
301,2.0,Oil & Energy,manufacturing,8.83,Master,koehler instrument company inc,stony brook university,2
500,2.0,Research,data scientist,4.34,Doctor,meta,harvard university,3
500,2.0,Architecture & Planning,architect,4.08,Master,hlw,columbia university graduate school of architecture planning preservation,0
335,1.0,Computer Software,research,3.25,Doctor,university of guelph,university of guelph,2
500,7.0,Artists and Writers,financial officer,30.75,Bachelor,david zwirner,franklin marshall college,1
500,6.0,Pharmaceuticals,marketing consultant,11.99,Doctor,regeneron,university of maine,3
500,1.0,Accounting,tax preparer,4.25,Master,hps investment partners llc,penn state university,0
500,3.0,Computer Software,research scientist,19.0,Doctor,usda,penn state university,3
249,2.0,Mechanical Or Industrial Engineering,manufacturing,7.67,Master,nassau candy distributors inc,georgia institute of technology,2
500,5.0,Venture Capital and Private Equity Principals,equity,17.26,empty,shad canada,harvard university,0
500,1.0,Professional Training & Coaching,counselor,3.25,Master,wibn national,montclair state university,0
163,2.0,Computer Software,software engineering,3.99,Master,amazon,university of southern california,2
458,4.0,Fine Art,business development officer,31.08,Bachelor,crozier fine arts,american university,1
500,6.0,Retail,market,24.84,Bachelor,mango,university of rhode island,1
500,6.0,Investment Banking,technology architect,20.41,Doctor,ubs,institute of informatics problems of the russian academy of sciences ipi ran,3
500,2.0,"Appliances, Electrical, and Electronics Manufacturing",software engineering,7.0,Doctor,intel labs,rutgers university,3
500,6.0,Management Consulting,strategic,8.33,Master,traxion group inc,gies college of business university of illinois urbana champaign,0
445,4.0,Chemical Manufacturing,production engineering,18.42,Master,iff,southern methodist university,0
500,2.0,"Movies, Videos and Sound",artist,33.05,Master,international studio curatorial program iscp,virginia tech,0
500,5.0,Pharmaceutical Manufacturing,clinical project,30.41,Master,eclinical solutions,university of california berkeley,0
